# Selection : faceZone(f0)
# Faces  :    8
# Area   :    1.063860e-02
# Time        	areaAverage(zeta)
17.864        	(0.000000e+00 3.918884e-03 0.000000e+00)
17.868        	(0.000000e+00 4.034634e-03 0.000000e+00)
17.872        	(0.000000e+00 4.147780e-03 0.000000e+00)
17.876        	(0.000000e+00 4.258251e-03 0.000000e+00)
17.88         	(0.000000e+00 4.365977e-03 0.000000e+00)
17.884        	(0.000000e+00 4.470890e-03 0.000000e+00)
17.888        	(0.000000e+00 4.572924e-03 0.000000e+00)
17.892        	(0.000000e+00 4.672015e-03 0.000000e+00)
17.896        	(0.000000e+00 4.768102e-03 0.000000e+00)
17.9          	(0.000000e+00 4.861136e-03 0.000000e+00)
17.904        	(0.000000e+00 4.951067e-03 0.000000e+00)
17.908        	(0.000000e+00 5.037845e-03 0.000000e+00)
17.912        	(0.000000e+00 5.121425e-03 0.000000e+00)
17.916        	(0.000000e+00 5.201760e-03 0.000000e+00)
17.92         	(0.000000e+00 5.278775e-03 0.000000e+00)
17.924        	(0.000000e+00 5.352404e-03 0.000000e+00)
17.928        	(0.000000e+00 5.422612e-03 0.000000e+00)
17.932        	(0.000000e+00 5.489356e-03 0.000000e+00)
17.936        	(0.000000e+00 5.552595e-03 0.000000e+00)
17.94         	(0.000000e+00 5.612295e-03 0.000000e+00)
17.944        	(0.000000e+00 5.668427e-03 0.000000e+00)
17.948        	(0.000000e+00 5.720948e-03 0.000000e+00)
17.952        	(0.000000e+00 5.769825e-03 0.000000e+00)
17.956        	(0.000000e+00 5.815037e-03 0.000000e+00)
17.96         	(0.000000e+00 5.856581e-03 0.000000e+00)
17.964        	(0.000000e+00 5.894420e-03 0.000000e+00)
17.968        	(0.000000e+00 5.928510e-03 0.000000e+00)
17.972        	(0.000000e+00 5.958865e-03 0.000000e+00)
17.976        	(0.000000e+00 5.985449e-03 0.000000e+00)
17.98         	(0.000000e+00 6.008229e-03 0.000000e+00)
17.984        	(0.000000e+00 6.027215e-03 0.000000e+00)
17.988        	(0.000000e+00 6.042392e-03 0.000000e+00)
17.992        	(0.000000e+00 6.053729e-03 0.000000e+00)
17.996        	(0.000000e+00 6.061226e-03 0.000000e+00)
18            	(0.000000e+00 6.064909e-03 0.000000e+00)
18.004        	(0.000000e+00 6.064733e-03 0.000000e+00)
18.008        	(0.000000e+00 6.060710e-03 0.000000e+00)
18.012        	(0.000000e+00 6.052848e-03 0.000000e+00)
18.016        	(0.000000e+00 6.041162e-03 0.000000e+00)
18.02         	(0.000000e+00 6.025651e-03 0.000000e+00)
18.024        	(0.000000e+00 6.006338e-03 0.000000e+00)
18.028        	(0.000000e+00 5.983241e-03 0.000000e+00)
18.032        	(0.000000e+00 5.956352e-03 0.000000e+00)
18.036        	(0.000000e+00 5.925697e-03 0.000000e+00)
18.04         	(0.000000e+00 5.891345e-03 0.000000e+00)
18.044        	(0.000000e+00 5.853249e-03 0.000000e+00)
18.048        	(0.000000e+00 5.811377e-03 0.000000e+00)
18.052        	(0.000000e+00 5.765764e-03 0.000000e+00)
18.056        	(0.000000e+00 5.716458e-03 0.000000e+00)
18.06         	(0.000000e+00 5.663512e-03 0.000000e+00)
18.064        	(0.000000e+00 5.606928e-03 0.000000e+00)
18.068        	(0.000000e+00 5.546756e-03 0.000000e+00)
18.072        	(0.000000e+00 5.483066e-03 0.000000e+00)
18.076        	(0.000000e+00 5.415890e-03 0.000000e+00)
18.08         	(0.000000e+00 5.345261e-03 0.000000e+00)
18.084        	(0.000000e+00 5.271223e-03 0.000000e+00)
18.088        	(0.000000e+00 5.193828e-03 0.000000e+00)
18.092        	(0.000000e+00 5.113121e-03 0.000000e+00)
18.096        	(0.000000e+00 5.029150e-03 0.000000e+00)
18.1          	(0.000000e+00 4.941969e-03 0.000000e+00)
18.104        	(0.000000e+00 4.851635e-03 0.000000e+00)
18.108        	(0.000000e+00 4.758206e-03 0.000000e+00)
18.112        	(0.000000e+00 4.661740e-03 0.000000e+00)
18.116        	(0.000000e+00 4.562297e-03 0.000000e+00)
18.12         	(0.000000e+00 4.459940e-03 0.000000e+00)
18.124        	(0.000000e+00 4.354735e-03 0.000000e+00)
18.128        	(0.000000e+00 4.246747e-03 0.000000e+00)
18.132        	(0.000000e+00 4.136044e-03 0.000000e+00)
18.136        	(0.000000e+00 4.022697e-03 0.000000e+00)
18.14         	(0.000000e+00 3.906777e-03 0.000000e+00)
18.144        	(0.000000e+00 3.788357e-03 0.000000e+00)
18.148        	(0.000000e+00 3.667512e-03 0.000000e+00)
18.152        	(0.000000e+00 3.544317e-03 0.000000e+00)
18.156        	(0.000000e+00 3.418851e-03 0.000000e+00)
18.16         	(0.000000e+00 3.291194e-03 0.000000e+00)
18.164        	(0.000000e+00 3.161424e-03 0.000000e+00)
18.168        	(0.000000e+00 3.029625e-03 0.000000e+00)
18.172        	(0.000000e+00 2.895879e-03 0.000000e+00)
18.176        	(0.000000e+00 2.760271e-03 0.000000e+00)
18.18         	(0.000000e+00 2.622886e-03 0.000000e+00)
18.184        	(0.000000e+00 2.483810e-03 0.000000e+00)
18.188        	(0.000000e+00 2.343133e-03 0.000000e+00)
18.192        	(0.000000e+00 2.200941e-03 0.000000e+00)
18.196        	(0.000000e+00 2.057325e-03 0.000000e+00)
18.2          	(0.000000e+00 1.912376e-03 0.000000e+00)
18.204        	(0.000000e+00 1.766186e-03 0.000000e+00)
18.208        	(0.000000e+00 1.618845e-03 0.000000e+00)
18.212        	(0.000000e+00 1.470448e-03 0.000000e+00)
18.216        	(0.000000e+00 1.321088e-03 0.000000e+00)
18.22         	(0.000000e+00 1.170860e-03 0.000000e+00)
18.224        	(0.000000e+00 1.019857e-03 0.000000e+00)
18.228        	(0.000000e+00 8.681762e-04 0.000000e+00)
18.232        	(0.000000e+00 7.159125e-04 0.000000e+00)
18.236        	(0.000000e+00 5.631622e-04 0.000000e+00)
18.24         	(0.000000e+00 4.100217e-04 0.000000e+00)
18.244        	(0.000000e+00 2.565881e-04 0.000000e+00)
18.248        	(0.000000e+00 1.029580e-04 0.000000e+00)
18.252        	(0.000000e+00 -5.077139e-05 0.000000e+00)
18.256        	(0.000000e+00 -2.045030e-04 0.000000e+00)
18.26         	(0.000000e+00 -3.581396e-04 0.000000e+00)
18.264        	(0.000000e+00 -5.115841e-04 0.000000e+00)
18.268        	(0.000000e+00 -6.647395e-04 0.000000e+00)
18.272        	(0.000000e+00 -8.175088e-04 0.000000e+00)
18.276        	(0.000000e+00 -9.697955e-04 0.000000e+00)
18.28         	(0.000000e+00 -1.121503e-03 0.000000e+00)
18.284        	(0.000000e+00 -1.272536e-03 0.000000e+00)
18.288        	(0.000000e+00 -1.422798e-03 0.000000e+00)
18.292        	(0.000000e+00 -1.572194e-03 0.000000e+00)
18.296        	(0.000000e+00 -1.720630e-03 0.000000e+00)
18.3          	(0.000000e+00 -1.868012e-03 0.000000e+00)
18.304        	(0.000000e+00 -2.014246e-03 0.000000e+00)
18.308        	(0.000000e+00 -2.159239e-03 0.000000e+00)
18.312        	(0.000000e+00 -2.302901e-03 0.000000e+00)
18.316        	(0.000000e+00 -2.445139e-03 0.000000e+00)
18.32         	(0.000000e+00 -2.585864e-03 0.000000e+00)
18.324        	(0.000000e+00 -2.724986e-03 0.000000e+00)
18.328        	(0.000000e+00 -2.862417e-03 0.000000e+00)
18.332        	(0.000000e+00 -2.998070e-03 0.000000e+00)
18.336        	(0.000000e+00 -3.131859e-03 0.000000e+00)
18.34         	(0.000000e+00 -3.263698e-03 0.000000e+00)
18.344        	(0.000000e+00 -3.393504e-03 0.000000e+00)
18.348        	(0.000000e+00 -3.521195e-03 0.000000e+00)
18.352        	(0.000000e+00 -3.646689e-03 0.000000e+00)
18.356        	(0.000000e+00 -3.769906e-03 0.000000e+00)
18.36         	(0.000000e+00 -3.890770e-03 0.000000e+00)
18.364        	(0.000000e+00 -4.009202e-03 0.000000e+00)
18.368        	(0.000000e+00 -4.125125e-03 0.000000e+00)
18.372        	(0.000000e+00 -4.238463e-03 0.000000e+00)
18.376        	(0.000000e+00 -4.349146e-03 0.000000e+00)
18.38         	(0.000000e+00 -4.457107e-03 0.000000e+00)
18.384        	(0.000000e+00 -4.562273e-03 0.000000e+00)
18.388        	(0.000000e+00 -4.664578e-03 0.000000e+00)
18.392        	(0.000000e+00 -4.763957e-03 0.000000e+00)
18.396        	(0.000000e+00 -4.860346e-03 0.000000e+00)
18.4          	(0.000000e+00 -4.953685e-03 0.000000e+00)
18.404        	(0.000000e+00 -5.043914e-03 0.000000e+00)
18.408        	(0.000000e+00 -5.130977e-03 0.000000e+00)
18.412        	(0.000000e+00 -5.214816e-03 0.000000e+00)
18.416        	(0.000000e+00 -5.295380e-03 0.000000e+00)
18.42         	(0.000000e+00 -5.372619e-03 0.000000e+00)
18.424        	(0.000000e+00 -5.446483e-03 0.000000e+00)
18.428        	(0.000000e+00 -5.516924e-03 0.000000e+00)
18.432        	(0.000000e+00 -5.583927e-03 0.000000e+00)
18.436        	(0.000000e+00 -5.647436e-03 0.000000e+00)
18.44         	(0.000000e+00 -5.707386e-03 0.000000e+00)
18.444        	(0.000000e+00 -5.763758e-03 0.000000e+00)
18.448        	(0.000000e+00 -5.816507e-03 0.000000e+00)
18.452        	(0.000000e+00 -5.865602e-03 0.000000e+00)
18.456        	(0.000000e+00 -5.911014e-03 0.000000e+00)
18.46         	(0.000000e+00 -5.952719e-03 0.000000e+00)
18.464        	(0.000000e+00 -5.990698e-03 0.000000e+00)
18.468        	(0.000000e+00 -6.024925e-03 0.000000e+00)
18.472        	(0.000000e+00 -6.055381e-03 0.000000e+00)
18.476        	(0.000000e+00 -6.082056e-03 0.000000e+00)
18.48         	(0.000000e+00 -6.104931e-03 0.000000e+00)
18.484        	(0.000000e+00 -6.124005e-03 0.000000e+00)
18.488        	(0.000000e+00 -6.139270e-03 0.000000e+00)
18.492        	(0.000000e+00 -6.150683e-03 0.000000e+00)
18.496        	(0.000000e+00 -6.158246e-03 0.000000e+00)
18.5          	(0.000000e+00 -6.161952e-03 0.000000e+00)
18.504        	(0.000000e+00 -6.161801e-03 0.000000e+00)
18.508        	(0.000000e+00 -6.157782e-03 0.000000e+00)
18.512        	(0.000000e+00 -6.149916e-03 0.000000e+00)
18.516        	(0.000000e+00 -6.138187e-03 0.000000e+00)
18.52         	(0.000000e+00 -6.122629e-03 0.000000e+00)
18.524        	(0.000000e+00 -6.103248e-03 0.000000e+00)
18.528        	(0.000000e+00 -6.080024e-03 0.000000e+00)
18.532        	(0.000000e+00 -6.052962e-03 0.000000e+00)
18.536        	(0.000000e+00 -6.022086e-03 0.000000e+00)
18.54         	(0.000000e+00 -5.987451e-03 0.000000e+00)
18.544        	(0.000000e+00 -5.949064e-03 0.000000e+00)
18.548        	(0.000000e+00 -5.906946e-03 0.000000e+00)
18.552        	(0.000000e+00 -5.861117e-03 0.000000e+00)
18.556        	(0.000000e+00 -5.811600e-03 0.000000e+00)
18.56         	(0.000000e+00 -5.758443e-03 0.000000e+00)
18.564        	(0.000000e+00 -5.701670e-03 0.000000e+00)
18.568        	(0.000000e+00 -5.641311e-03 0.000000e+00)
18.572        	(0.000000e+00 -5.577378e-03 0.000000e+00)
18.576        	(0.000000e+00 -5.509907e-03 0.000000e+00)
18.58         	(0.000000e+00 -5.438959e-03 0.000000e+00)
18.584        	(0.000000e+00 -5.364579e-03 0.000000e+00)
18.588        	(0.000000e+00 -5.286817e-03 0.000000e+00)
18.592        	(0.000000e+00 -5.205725e-03 0.000000e+00)
18.596        	(0.000000e+00 -5.121357e-03 0.000000e+00)
18.6          	(0.000000e+00 -5.033770e-03 0.000000e+00)
18.604        	(0.000000e+00 -4.943020e-03 0.000000e+00)
18.608        	(0.000000e+00 -4.849165e-03 0.000000e+00)
18.612        	(0.000000e+00 -4.752265e-03 0.000000e+00)
18.616        	(0.000000e+00 -4.652386e-03 0.000000e+00)
18.62         	(0.000000e+00 -4.549594e-03 0.000000e+00)
18.624        	(0.000000e+00 -4.443955e-03 0.000000e+00)
18.628        	(0.000000e+00 -4.335537e-03 0.000000e+00)
18.632        	(0.000000e+00 -4.224408e-03 0.000000e+00)
18.636        	(0.000000e+00 -4.110638e-03 0.000000e+00)
18.64         	(0.000000e+00 -3.994308e-03 0.000000e+00)
18.644        	(0.000000e+00 -3.875498e-03 0.000000e+00)
18.648        	(0.000000e+00 -3.754280e-03 0.000000e+00)
18.652        	(0.000000e+00 -3.630736e-03 0.000000e+00)
18.656        	(0.000000e+00 -3.504944e-03 0.000000e+00)
18.66         	(0.000000e+00 -3.376984e-03 0.000000e+00)
18.664        	(0.000000e+00 -3.246941e-03 0.000000e+00)
18.668        	(0.000000e+00 -3.114896e-03 0.000000e+00)
18.672        	(0.000000e+00 -2.980934e-03 0.000000e+00)
18.676        	(0.000000e+00 -2.845142e-03 0.000000e+00)
18.68         	(0.000000e+00 -2.707606e-03 0.000000e+00)
18.684        	(0.000000e+00 -2.568416e-03 0.000000e+00)
18.688        	(0.000000e+00 -2.427659e-03 0.000000e+00)
18.692        	(0.000000e+00 -2.285427e-03 0.000000e+00)
18.696        	(0.000000e+00 -2.141809e-03 0.000000e+00)
18.7          	(0.000000e+00 -1.996898e-03 0.000000e+00)
18.704        	(0.000000e+00 -1.850787e-03 0.000000e+00)
18.708        	(0.000000e+00 -1.703568e-03 0.000000e+00)
18.712        	(0.000000e+00 -1.555337e-03 0.000000e+00)
18.716        	(0.000000e+00 -1.406190e-03 0.000000e+00)
18.72         	(0.000000e+00 -1.256222e-03 0.000000e+00)
18.724        	(0.000000e+00 -1.105528e-03 0.000000e+00)
18.728        	(0.000000e+00 -9.542050e-04 0.000000e+00)
18.732        	(0.000000e+00 -8.023478e-04 0.000000e+00)
18.736        	(0.000000e+00 -6.500533e-04 0.000000e+00)
18.74         	(0.000000e+00 -4.974182e-04 0.000000e+00)
18.744        	(0.000000e+00 -3.445391e-04 0.000000e+00)
18.748        	(0.000000e+00 -1.915135e-04 0.000000e+00)
18.752        	(0.000000e+00 -3.843837e-05 0.000000e+00)
18.756        	(0.000000e+00 1.145894e-04 0.000000e+00)
18.76         	(0.000000e+00 2.674729e-04 0.000000e+00)
18.764        	(0.000000e+00 4.201155e-04 0.000000e+00)
18.768        	(0.000000e+00 5.724206e-04 0.000000e+00)
18.772        	(0.000000e+00 7.242911e-04 0.000000e+00)
18.776        	(0.000000e+00 8.756320e-04 0.000000e+00)
18.78         	(0.000000e+00 1.026348e-03 0.000000e+00)
18.784        	(0.000000e+00 1.176343e-03 0.000000e+00)
18.788        	(0.000000e+00 1.325524e-03 0.000000e+00)
18.792        	(0.000000e+00 1.473796e-03 0.000000e+00)
18.796        	(0.000000e+00 1.621066e-03 0.000000e+00)
18.8          	(0.000000e+00 1.767242e-03 0.000000e+00)
18.804        	(0.000000e+00 1.912231e-03 0.000000e+00)
18.808        	(0.000000e+00 2.055943e-03 0.000000e+00)
18.812        	(0.000000e+00 2.198288e-03 0.000000e+00)
18.816        	(0.000000e+00 2.339176e-03 0.000000e+00)
18.82         	(0.000000e+00 2.478520e-03 0.000000e+00)
18.824        	(0.000000e+00 2.616231e-03 0.000000e+00)
18.828        	(0.000000e+00 2.752222e-03 0.000000e+00)
18.832        	(0.000000e+00 2.886407e-03 0.000000e+00)
18.836        	(0.000000e+00 3.018698e-03 0.000000e+00)
18.84         	(0.000000e+00 3.149015e-03 0.000000e+00)
18.844        	(0.000000e+00 3.277281e-03 0.000000e+00)
18.848        	(0.000000e+00 3.403416e-03 0.000000e+00)
18.852        	(0.000000e+00 3.527340e-03 0.000000e+00)
18.856        	(0.000000e+00 3.648975e-03 0.000000e+00)
18.86         	(0.000000e+00 3.768243e-03 0.000000e+00)
18.864        	(0.000000e+00 3.885068e-03 0.000000e+00)
18.868        	(0.000000e+00 3.999373e-03 0.000000e+00)
18.872        	(0.000000e+00 4.111091e-03 0.000000e+00)
18.876        	(0.000000e+00 4.220151e-03 0.000000e+00)
18.88         	(0.000000e+00 4.326481e-03 0.000000e+00)
18.884        	(0.000000e+00 4.430014e-03 0.000000e+00)
18.888        	(0.000000e+00 4.530686e-03 0.000000e+00)
18.892        	(0.000000e+00 4.628434e-03 0.000000e+00)
18.896        	(0.000000e+00 4.723206e-03 0.000000e+00)
18.9          	(0.000000e+00 4.814950e-03 0.000000e+00)
18.904        	(0.000000e+00 4.903614e-03 0.000000e+00)
18.908        	(0.000000e+00 4.989151e-03 0.000000e+00)
18.912        	(0.000000e+00 5.071513e-03 0.000000e+00)
18.916        	(0.000000e+00 5.150647e-03 0.000000e+00)
18.92         	(0.000000e+00 5.226477e-03 0.000000e+00)
18.924        	(0.000000e+00 5.298941e-03 0.000000e+00)
18.928        	(0.000000e+00 5.368010e-03 0.000000e+00)
18.932        	(0.000000e+00 5.433641e-03 0.000000e+00)
18.936        	(0.000000e+00 5.495792e-03 0.000000e+00)
18.94         	(0.000000e+00 5.554431e-03 0.000000e+00)
18.944        	(0.000000e+00 5.609509e-03 0.000000e+00)
18.948        	(0.000000e+00 5.661005e-03 0.000000e+00)
18.952        	(0.000000e+00 5.708892e-03 0.000000e+00)
18.956        	(0.000000e+00 5.753161e-03 0.000000e+00)
18.96         	(0.000000e+00 5.793786e-03 0.000000e+00)
18.964        	(0.000000e+00 5.830718e-03 0.000000e+00)
18.968        	(0.000000e+00 5.863934e-03 0.000000e+00)
18.972        	(0.000000e+00 5.893441e-03 0.000000e+00)
18.976        	(0.000000e+00 5.919187e-03 0.000000e+00)
18.98         	(0.000000e+00 5.941184e-03 0.000000e+00)
18.984        	(0.000000e+00 5.959405e-03 0.000000e+00)
18.988        	(0.000000e+00 5.973853e-03 0.000000e+00)
18.992        	(0.000000e+00 5.984493e-03 0.000000e+00)
18.996        	(0.000000e+00 5.991328e-03 0.000000e+00)
19            	(0.000000e+00 5.994364e-03 0.000000e+00)
19.004        	(0.000000e+00 5.993581e-03 0.000000e+00)
19.008        	(0.000000e+00 5.988963e-03 0.000000e+00)
19.012        	(0.000000e+00 5.980558e-03 0.000000e+00)
19.016        	(0.000000e+00 5.968352e-03 0.000000e+00)
19.02         	(0.000000e+00 5.952353e-03 0.000000e+00)
19.024        	(0.000000e+00 5.932591e-03 0.000000e+00)
19.028        	(0.000000e+00 5.909074e-03 0.000000e+00)
19.032        	(0.000000e+00 5.881793e-03 0.000000e+00)
19.036        	(0.000000e+00 5.850772e-03 0.000000e+00)
19.04         	(0.000000e+00 5.816070e-03 0.000000e+00)
19.044        	(0.000000e+00 5.777696e-03 0.000000e+00)
19.048        	(0.000000e+00 5.735601e-03 0.000000e+00)
19.052        	(0.000000e+00 5.689784e-03 0.000000e+00)
19.056        	(0.000000e+00 5.640292e-03 0.000000e+00)
19.06         	(0.000000e+00 5.587199e-03 0.000000e+00)
19.064        	(0.000000e+00 5.530523e-03 0.000000e+00)
19.068        	(0.000000e+00 5.470266e-03 0.000000e+00)
19.072        	(0.000000e+00 5.406522e-03 0.000000e+00)
19.076        	(0.000000e+00 5.339327e-03 0.000000e+00)
19.08         	(0.000000e+00 5.268720e-03 0.000000e+00)
19.084        	(0.000000e+00 5.194739e-03 0.000000e+00)
19.088        	(0.000000e+00 5.117430e-03 0.000000e+00)
19.092        	(0.000000e+00 5.036846e-03 0.000000e+00)
19.096        	(0.000000e+00 4.953033e-03 0.000000e+00)
19.1          	(0.000000e+00 4.866044e-03 0.000000e+00)
19.104        	(0.000000e+00 4.775934e-03 0.000000e+00)
19.108        	(0.000000e+00 4.682764e-03 0.000000e+00)
19.112        	(0.000000e+00 4.586591e-03 0.000000e+00)
19.116        	(0.000000e+00 4.487476e-03 0.000000e+00)
19.12         	(0.000000e+00 4.385481e-03 0.000000e+00)
19.124        	(0.000000e+00 4.280671e-03 0.000000e+00)
19.128        	(0.000000e+00 4.173112e-03 0.000000e+00)
19.132        	(0.000000e+00 4.062872e-03 0.000000e+00)
19.136        	(0.000000e+00 3.950020e-03 0.000000e+00)
19.14         	(0.000000e+00 3.834629e-03 0.000000e+00)
19.144        	(0.000000e+00 3.716771e-03 0.000000e+00)
19.148        	(0.000000e+00 3.596520e-03 0.000000e+00)
19.152        	(0.000000e+00 3.473954e-03 0.000000e+00)
19.156        	(0.000000e+00 3.349148e-03 0.000000e+00)
19.16         	(0.000000e+00 3.222182e-03 0.000000e+00)
19.164        	(0.000000e+00 3.093138e-03 0.000000e+00)
19.168        	(0.000000e+00 2.962095e-03 0.000000e+00)
19.172        	(0.000000e+00 2.829137e-03 0.000000e+00)
19.176        	(0.000000e+00 2.694348e-03 0.000000e+00)
19.18         	(0.000000e+00 2.557813e-03 0.000000e+00)
19.184        	(0.000000e+00 2.419619e-03 0.000000e+00)
19.188        	(0.000000e+00 2.279853e-03 0.000000e+00)
19.192        	(0.000000e+00 2.138603e-03 0.000000e+00)
19.196        	(0.000000e+00 1.995959e-03 0.000000e+00)
19.2          	(0.000000e+00 1.852011e-03 0.000000e+00)
19.204        	(0.000000e+00 1.706851e-03 0.000000e+00)
19.208        	(0.000000e+00 1.560570e-03 0.000000e+00)
19.212        	(0.000000e+00 1.413260e-03 0.000000e+00)
19.216        	(0.000000e+00 1.265016e-03 0.000000e+00)
19.22         	(0.000000e+00 1.115930e-03 0.000000e+00)
19.224        	(0.000000e+00 9.660982e-04 0.000000e+00)
19.228        	(0.000000e+00 8.156142e-04 0.000000e+00)
19.232        	(0.000000e+00 6.645740e-04 0.000000e+00)
19.236        	(0.000000e+00 5.130731e-04 0.000000e+00)
19.24         	(0.000000e+00 3.612076e-04 0.000000e+00)
19.244        	(0.000000e+00 2.090737e-04 0.000000e+00)
19.248        	(0.000000e+00 5.676783e-05 0.000000e+00)
19.252        	(0.000000e+00 -9.561340e-05 0.000000e+00)
19.256        	(0.000000e+00 -2.479733e-04 0.000000e+00)
19.26         	(0.000000e+00 -4.002152e-04 0.000000e+00)
19.264        	(0.000000e+00 -5.522425e-04 0.000000e+00)
19.268        	(0.000000e+00 -7.039588e-04 0.000000e+00)
19.272        	(0.000000e+00 -8.552676e-04 0.000000e+00)
19.276        	(0.000000e+00 -1.006073e-03 0.000000e+00)
19.28         	(0.000000e+00 -1.156279e-03 0.000000e+00)
19.284        	(0.000000e+00 -1.305790e-03 0.000000e+00)
